altitudeMeridian,altitude_09,altitude_12,altitude_15,altitude_18,azimuth_09,azimuth_12,azimuth_15,azimuth_18,date
32.54,14.05,32.25,22.54,-5.75,130.25,171.26,217.3,247.4,20210110
33.03,14.08,32.33,23.05,-5.85,130.14,171.18,217.31,247.45,20210111
33.13,14.11,32.42,23.16,-5.95,130.03,171.1,217.31,247.49,20210112
33.23,14.15,32.51,23.27,-4.45,129.52,171.02,217.32,247.55,20210113
33.33,14.19,33.01,23.39,-4.56,129.41,170.54,217.34,248.0,20210114
33.44,14.24,33.11,23.51,-4.66,129.29,170.47,217.35,248.06,20210115
33.55,14.29,33.22,24.03,-4.77,129.18,170.39,217.38,248.13,20210116
34.07,14.34,33.33,24.15,-4.88,129.06,170.31,217.4,248.2,20210117
34.19,14.4,33.44,24.28,-4.98,128.54,170.24,217.43,248.27,20210118
34.32,14.46,33.56,24.41,-3.49,128.42,170.16,217.46,248.35,20210119
34.45,14.52,34.08,24.54,-3.6,128.3,170.09,217.5,248.43,20210120
34.58,14.59,34.2,25.07,-3.71,128.18,170.02,217.54,248.51,20210121
35.11,15.06,34.33,25.21,-3.82,128.05,169.55,217.58,249.0,20210122
35.25,15.14,34.46,25.35,-3.93,127.52,169.48,218.03,249.09,20210123
35.4,15.22,35.0,25.49,-2.45,127.4,169.41,218.09,249.19,20210124
35.54,15.3,35.14,26.03,-2.56,127.27,169.34,218.14,249.29,20210125
36.09,15.39,35.28,26.17,-2.67,127.14,169.27,218.2,249.4,20210126
36.25,15.48,35.43,26.32,-2.79,127.0,169.21,218.27,249.5,20210127
36.4,15.58,35.58,26.47,-2.9,126.47,169.14,218.34,250.02,20210128
36.56,16.07,36.13,27.02,-1.42,126.34,169.08,218.41,250.13,20210129
37.13,16.18,36.29,27.17,-1.53,126.2,169.02,218.48,250.25,20210130
37.29,16.28,36.45,27.32,-1.65,126.07,168.56,218.57,250.37,20210131
37.46,16.39,37.01,27.47,-1.77,125.53,168.5,219.05,250.5,20210201
38.04,16.5,37.18,28.03,-1.88,125.39,168.44,219.14,251.03,20210202
38.21,17.01,37.35,28.18,-2.0,125.25,168.38,219.23,251.16,20210203
38.39,17.13,37.52,28.34,-0.52,125.11,168.33,219.33,251.3,20210204
38.57,17.25,38.1,28.5,-0.63,124.57,168.27,219.43,251.44,20210205
39.16,17.38,38.28,29.06,-0.75,124.43,168.22,219.53,251.58,20210206
39.34,17.5,38.46,29.22,-0.87,124.28,168.17,220.04,252.13,20210207
39.53,18.03,39.05,29.38,-0.98,124.14,168.12,220.15,252.28,20210208
40.12,18.17,39.24,29.55,0.5,123.59,168.07,220.27,252.43,20210209
40.32,18.3,39.43,30.11,0.38,123.45,168.02,220.39,252.58,20210210
40.51,18.44,40.02,30.28,0.26,123.3,167.57,220.52,253.14,20210211
41.11,18.58,40.22,30.44,0.15,123.16,167.53,221.04,253.3,20210212
41.31,19.13,40.41,31.01,0.03,123.01,167.48,221.18,253.47,20210213
41.52,19.27,41.02,31.18,0.09,122.46,167.44,221.31,254.03,20210214
42.12,19.42,41.22,31.34,0.2,122.31,167.4,221.45,254.2,20210215
42.33,19.58,41.42,31.51,0.32,122.16,167.36,222.0,254.38,20210216
42.54,20.13,42.03,32.08,0.44,122.01,167.32,222.15,254.55,20210217
43.15,20.29,42.24,32.25,0.55,121.46,167.29,222.3,255.13,20210218
43.36,20.45,42.45,32.42,1.07,121.31,167.25,222.45,255.31,20210219
43.58,21.01,43.07,32.58,1.18,121.15,167.22,223.01,255.49,20210220
44.2,21.17,43.28,33.15,1.3,121.0,167.19,223.18,256.08,20210221
44.41,21.34,43.5,33.32,1.4100000000000001,120.45,167.16,223.34,256.27,20210222
45.03,21.5,44.12,33.49,1.52,120.29,167.13,223.52,256.46,20210223
45.26,22.07,44.34,34.06,2.04,120.14,167.1,224.09,257.05,20210224
45.48,22.25,44.56,34.23,2.15,119.58,167.07,224.27,257.24,20210225
46.1,22.42,45.19,34.4,2.26,119.43,167.05,224.45,257.44,20210226
46.33,22.59,45.42,34.56,2.37,119.27,167.03,225.04,258.03,20210227
46.55,23.17,46.04,35.13,2.48,119.12,167.0,225.23,258.23,20210228
47.18,23.35,46.27,35.3,3.0,118.56,166.58,225.42,258.44,20210301
47.41,23.53,46.5,35.46,3.11,118.4,166.56,226.01,259.04,20210302
48.04,24.11,47.13,36.03,3.22,118.24,166.54,226.21,259.24,20210303
48.27,24.29,47.37,36.2,3.33,118.08,166.53,226.42,259.45,20210304
48.5,24.47,48.0,36.36,3.43,117.52,166.51,227.02,260.06,20210305
49.13,25.06,48.23,36.53,3.54,117.36,166.5,227.23,260.27,20210306
49.37,25.24,48.47,37.09,4.05,117.2,166.48,227.44,260.48,20210307
50.0,25.43,49.11,37.25,4.16,117.04,166.47,228.06,261.09,20210308
50.23,26.01,49.34,37.42,4.27,116.48,166.46,228.28,261.3,20210309
50.47,26.2,49.58,37.58,4.37,116.31,166.45,228.5,261.51,20210310
51.1,26.39,50.22,38.14,4.48,116.15,166.44,229.12,262.13,20210311
51.34,26.58,50.46,38.3,4.59,115.58,166.43,229.35,262.34,20210312
51.58,27.17,51.1,38.46,5.09,115.42,166.42,229.58,262.56,20210313
52.21,27.36,51.34,39.02,5.2,115.25,166.41,230.21,263.18,20210314
52.45,27.55,51.58,39.18,5.3,115.09,166.41,230.44,263.4,20210315
53.09,28.14,52.22,39.33,5.4,114.52,166.4,231.08,264.01,20210316
53.33,28.33,52.46,39.49,5.51,114.35,166.4,231.32,264.23,20210317
53.56,28.52,53.1,40.04,6.01,114.18,166.39,231.56,264.45,20210318
54.2,29.11,53.34,40.2,6.11,114.01,166.39,232.21,265.07,20210319
54.44,29.3,53.58,40.35,6.21,113.44,166.39,232.45,265.29,20210320
55.07,29.49,54.23,40.5,6.31,113.27,166.39,233.1,265.51,20210321
55.31,30.08,54.47,41.05,6.41,113.1,166.38,233.35,266.13,20210322
55.55,30.27,55.11,41.2,6.51,112.53,166.38,234.01,266.35,20210323
56.18,30.46,55.35,41.34,7.01,112.36,166.38,234.26,266.57,20210324
56.42,31.05,55.59,41.49,7.11,112.18,166.38,234.52,267.2,20210325
57.06,31.24,56.23,42.03,7.21,112.01,166.38,235.17,267.42,20210326
57.29,31.42,56.47,42.17,7.31,111.44,166.38,235.43,268.04,20210327
57.52,32.01,57.11,42.32,7.41,111.26,166.38,236.09,268.26,20210328
58.16,32.2,57.35,42.46,7.5,111.08,166.38,236.36,268.47,20210329
58.39,32.38,57.58,43.0,8.0,110.51,166.39,237.02,269.09,20210330
59.02,32.57,58.22,43.13,8.1,110.33,166.39,237.28,269.31,20210331
59.26,33.15,58.46,43.27,8.19,110.15,166.39,237.55,269.53,20210401
59.49,33.33,59.09,43.4,8.29,109.57,166.39,238.21,270.15,20210402
60.12,33.51,59.33,43.54,8.38,109.39,166.38,238.48,270.36,20210403
60.35,34.09,59.56,44.07,8.48,109.21,166.38,239.15,270.58,20210404
60.57,34.27,60.19,44.2,8.57,109.03,166.38,239.41,271.19,20210405
61.2,34.44,60.42,44.33,9.07,108.45,166.38,240.08,271.41,20210406
61.43,35.02,61.05,44.46,9.16,108.26,166.37,240.35,272.02,20210407
62.05,35.19,61.28,44.58,9.26,108.08,166.37,241.02,272.23,20210408
62.28,35.36,61.51,45.11,9.35,107.5,166.36,241.29,272.44,20210409
62.5,35.53,62.13,45.23,9.44,107.31,166.36,241.56,273.05,20210410
63.12,36.1,62.36,45.35,9.53,107.12,166.35,242.22,273.25,20210411
63.34,36.26,62.58,45.48,10.03,106.54,166.34,242.49,273.46,20210412
63.56,36.43,63.2,45.59,10.12,106.35,166.33,243.16,274.06,20210413
64.17,36.59,63.42,46.11,10.21,106.16,166.31,243.43,274.27,20210414
64.39,37.15,64.04,46.23,10.3,105.58,166.3,244.09,274.47,20210415
65.0,37.3,64.26,46.34,10.39,105.39,166.28,244.36,275.07,20210416
65.21,37.46,64.47,46.46,10.48,105.2,166.27,245.02,275.26,20210417
65.42,38.01,65.08,46.57,10.57,105.01,166.25,245.29,275.46,20210418
66.03,38.16,65.29,47.08,11.06,104.42,166.22,245.55,276.05,20210419
66.24,38.31,65.5,47.19,11.15,104.23,166.2,246.21,276.25,20210420
66.44,38.45,66.11,47.3,11.24,104.04,166.17,246.47,276.44,20210421
67.05,38.59,66.31,47.41,11.33,103.45,166.14,247.13,277.02,20210422
67.25,39.13,66.52,47.51,11.42,103.27,166.11,247.39,277.21,20210423
67.44,39.27,67.12,48.02,11.51,103.08,166.08,248.04,277.39,20210424
68.04,39.4,67.31,48.12,11.59,102.49,166.04,248.29,277.57,20210425
68.23,39.54,67.51,48.22,12.08,102.3,166.0,248.54,278.15,20210426
68.43,40.07,68.1,48.32,12.17,102.11,165.56,249.19,278.33,20210427
69.02,40.19,68.29,48.42,12.25,101.52,165.51,249.44,278.5,20210428
69.2,40.31,68.48,48.52,12.34,101.33,165.46,250.08,279.07,20210429
69.39,40.43,69.06,49.01,12.43,101.15,165.41,250.32,279.24,20210430
69.57,40.55,69.24,49.11,12.51,100.56,165.35,250.56,279.4,20210501
70.15,41.07,69.42,49.2,13.0,100.37,165.29,251.2,279.57,20210502
70.33,41.18,70.0,49.3,13.08,100.19,165.22,251.43,280.13,20210503
70.5,41.28,70.17,49.39,13.16,100.0,165.15,252.06,280.29,20210504
71.07,41.39,70.35,49.48,13.25,99.42,165.07,252.29,280.44,20210505
71.24,41.49,70.51,49.57,13.33,99.24,165.0,252.51,280.59,20210506
71.41,41.59,71.08,50.05,13.41,99.05,164.51,253.13,281.14,20210507
71.57,42.08,71.24,50.14,13.5,98.47,164.42,253.35,281.28,20210508
72.13,42.18,71.4,50.23,13.58,98.29,164.33,253.56,281.43,20210509
72.29,42.27,71.55,50.31,14.06,98.12,164.23,254.17,281.57,20210510
72.45,42.35,72.1,50.4,14.14,97.54,164.13,254.38,282.1,20210511
73.0,42.43,72.25,50.48,14.22,97.37,164.02,254.58,282.23,20210512
73.15,42.51,72.4,50.56,14.3,97.19,163.5,255.17,282.36,20210513
73.29,42.59,72.54,51.04,14.38,97.02,163.39,255.37,282.49,20210514
73.44,43.06,73.08,51.12,14.45,96.45,163.26,255.56,283.01,20210515
73.58,43.13,73.21,51.2,14.53,96.29,163.13,256.14,283.13,20210516
74.11,43.2,73.34,51.27,15.01,96.12,163.0,256.32,283.25,20210517
74.25,43.26,73.47,51.35,15.08,95.56,162.46,256.5,283.36,20210518
74.38,43.32,74.0,51.42,15.16,95.4,162.32,257.07,283.47,20210519
74.5,43.38,74.12,51.5,15.23,95.25,162.17,257.23,283.58,20210520
75.03,43.43,74.23,51.57,15.31,95.09,162.02,257.39,284.08,20210521
75.15,43.48,74.34,52.04,15.38,94.54,161.46,257.55,284.18,20210522
75.26,43.53,74.45,52.11,15.45,94.39,161.3,258.1,284.27,20210523
75.37,43.58,74.56,52.18,15.52,94.25,161.14,258.25,284.36,20210524
75.48,44.02,75.06,52.25,15.59,94.11,160.57,258.39,284.45,20210525
75.59,44.06,75.15,52.31,16.06,93.57,160.4,258.52,284.53,20210526
76.09,44.09,75.25,52.38,16.12,93.43,160.22,259.05,285.01,20210527
76.19,44.13,75.34,52.44,16.19,93.3,160.04,259.18,285.09,20210528
76.28,44.16,75.42,52.5,16.25,93.18,159.46,259.3,285.16,20210529
76.37,44.18,75.5,52.56,16.32,93.05,159.27,259.41,285.23,20210530
76.46,44.21,75.58,53.02,16.38,92.53,159.08,259.52,285.3,20210531
76.54,44.23,76.05,53.08,16.44,92.41,158.49,260.02,285.36,20210601
77.02,44.25,76.12,53.14,16.5,92.3,158.3,260.12,285.41,20210602
77.09,44.26,76.18,53.2,16.56,92.19,158.11,260.21,285.47,20210603
77.17,44.28,76.24,53.25,17.01,92.09,157.52,260.29,285.52,20210604
77.23,44.29,76.29,53.31,17.07,91.59,157.32,260.37,285.56,20210605
77.3,44.3,76.35,53.36,17.12,91.5,157.13,260.44,286.0,20210606
77.36,44.3,76.39,53.41,17.18,91.4,156.54,260.51,286.04,20210607
77.41,44.3,76.44,53.46,17.23,91.32,156.35,260.57,286.08,20210608
77.46,44.3,76.47,53.51,17.28,91.24,156.16,261.02,286.11,20210609
77.51,44.3,76.51,53.55,17.33,91.16,155.57,261.07,286.13,20210610
77.55,44.3,76.54,54.0,17.37,91.09,155.38,261.11,286.16,20210611
77.59,44.29,76.56,54.04,17.42,91.02,155.2,261.14,286.17,20210612
78.03,44.28,76.59,54.09,17.46,90.55,155.03,261.17,286.19,20210613
78.06,44.27,77.0,54.13,17.5,90.5,154.45,261.19,286.2,20210614
78.08,44.25,77.02,54.16,17.54,90.44,154.29,261.21,286.21,20210615
78.11,44.24,77.03,54.2,17.57,90.4,154.13,261.22,286.21,20210616
78.13,44.22,77.03,54.24,18.01,90.35,153.57,261.22,286.21,20210617
78.14,44.2,77.03,54.27,18.04,90.32,153.42,261.22,286.21,20210618
78.15,44.18,77.03,54.3,18.07,90.28,153.28,261.21,286.2,20210619
78.16,44.16,77.03,54.33,18.1,90.26,153.15,261.19,286.19,20210620
78.16,44.13,77.02,54.36,18.13,90.23,153.02,261.17,286.17,20210621
78.16,44.1,77.0,54.38,18.15,90.22,152.5,261.14,286.15,20210622
78.15,44.07,76.58,54.4,18.17,90.2,152.4,261.11,286.13,20210623
78.14,44.04,76.56,54.42,18.19,90.2,152.3,261.07,286.1,20210624
78.13,44.01,76.54,54.44,18.21,90.2,152.2,261.02,286.07,20210625
78.11,43.58,76.51,54.46,18.22,90.2,152.12,260.57,286.04,20210626
78.09,43.54,76.48,54.47,18.23,90.21,152.05,260.51,286.0,20210627
78.06,43.51,76.44,54.48,18.24,90.22,151.59,260.45,285.56,20210628
78.03,43.47,76.4,54.49,18.25,90.24,151.53,260.38,285.52,20210629
77.59,43.43,76.36,54.5,18.26,90.27,151.49,260.3,285.47,20210630
77.55,43.39,76.31,54.51,18.26,90.3,151.45,260.22,285.42,20210701
